Cód.	Município	Sigla	PIB(Milhares de Reais)
1100015	Alta Floresta D'Oeste	RO	499306
1100023	Ariquemes	RO	2463773
1100031	Cabixi	RO	140502
1100049	Cacoal	RO	2180454
1100056	Cerejeiras	RO	472179
1100064	Colorado do Oeste	RO	330428
1100072	Corumbiara	RO	320628
1100080	Costa Marques	RO	230164
1100098	Espigão D'Oeste	RO	608398
1100106	Guajará-Mirim	RO	836882
1100114	Jaru	RO	1476627
1100122	Ji-Paraná	RO	3362336
1100130	Machadinho D'Oeste	RO	642103
1100148	Nova Brasilândia D'Oeste	RO	370024
1100155	Ouro Preto do Oeste	RO	808667
1100189	Pimenta Bueno	RO	1131158
1100205	Porto Velho	RO	16647158
1100254	Presidente Médici	RO	417601
1100262	Rio Crespo	RO	106521
1100288	Rolim de Moura	RO	1317091
1100296	Santa Luzia D'Oeste	RO	146645
1100304	Vilhena	RO	2769483
1100320	São Miguel do Guaporé	RO	711451
1100338	Nova Mamoré	RO	508702
1100346	Alvorada D'Oeste	RO	256509
1100379	Alto Alegre dos Parecis	RO	278480
1100403	Alto Paraíso	RO	328751
1100452	Buritis	RO	680976
1100502	Novo Horizonte do Oeste	RO	165798
1100601	Cacaulândia	RO	140630
1100700	Campo Novo de Rondônia	RO	280341
1100809	Candeias do Jamari	RO	567898
1100908	Castanheiras	RO	113027
1100924	Chupinguaia	RO	301332
1100940	Cujubim	RO	357077
1101005	Governador Jorge Teixeira	RO	178780
1101104	Itapuã do Oeste	RO	180286
1101203	Ministro Andreazza	RO	206233
1101302	Mirante da Serra	RO	217967
1101401	Monte Negro	RO	283003
1101435	Nova União	RO	121054
1101450	Parecis	RO	106590
1101468	Pimenteiras do Oeste	RO	104579
1101476	Primavera de Rondônia	RO	60540
1101484	São Felipe D'Oeste	RO	89556
1101492	São Francisco do Guaporé	RO	352762
1101500	Seringueiras	RO	234981
1101559	Teixeirópolis	RO	89304
1101609	Theobroma	RO	191965
1101708	Urupá	RO	217176
1101757	Vale do Anari	RO	159963
1101807	Vale do Paraíso	RO	150141
1200013	Acrelândia	AC	236379
1200054	Assis Brasil	AC	91486
1200104	Brasiléia	AC	417839
1200138	Bujari	AC	157797
1200179	Capixaba	AC	170403
1200203	Cruzeiro do Sul	AC	1425685
1200252	Epitaciolândia	AC	459388
1200302	Feijó	AC	364112
1200328	Jordão	AC	76929
1200336	Mâncio Lima	AC	198112
1200344	Manoel Urbano	AC	125008
1200351	Marechal Thaumaturgo	AC	192830
1200385	Plácido de Castro	AC	252906
1200393	Porto Walter	AC	112156
1200401	Rio Branco	AC	8940823
1200427	Rodrigues Alves	AC	184545
1200435	Santa Rosa do Purus	AC	71467
1200450	Senador Guiomard	AC	373185
1200500	Sena Madureira	AC	518416
1200609	Tarauacá	AC	488825
1200708	Xapuri	AC	239114
1200807	Porto Acre	AC	233716
1300029	Alvarães	AM	169816
1300060	Amaturá	AM	83091
1300086	Anamã	AM	116341
1300102	Anori	AM	218253
1300144	Apuí	AM	210012
1300201	Atalaia do Norte	AM	142481
1300300	Autazes	AM	357098
1300409	Barcelos	AM	168178
1300508	Barreirinha	AM	258823
1300607	Benjamin Constant	AM	308682
1300631	Beruri	AM	151535
1300680	Boa Vista do Ramos	AM	139703
1300706	Boca do Acre	AM	416148
1300805	Borba	AM	303714
1300839	Caapiranga	AM	156312
1300904	Canutama	AM	107613
1301001	Carauari	AM	306340
1301100	Careiro	AM	314585
1301159	Careiro da Várzea	AM	337266
1301209	Coari	AM	2015916
1301308	Codajás	AM	500695
1301407	Eirunepé	AM	517544
1301506	Envira	AM	157496
1301605	Fonte Boa	AM	180920
1301654	Guajará	AM	123592
1301704	Humaitá	AM	622149
1301803	Ipixuna	AM	152286
1301852	Iranduba	AM	679140
1301902	Itacoatiara	AM	1881004
1301951	Itamarati	AM	95164
1302009	Itapiranga	AM	109917
1302108	Japurá	AM	62832
1302207	Juruá	AM	103844
1302306	Jutaí	AM	224218
1302405	Lábrea	AM	495068
1302504	Manacapuru	AM	1428130
1302553	Manaquiri	AM	275153
1302603	Manaus	AM	78192321
1302702	Manicoré	AM	528955
1302801	Maraã	AM	128444
1302900	Maués	AM	501299
1303007	Nhamundá	AM	151529
1303106	Nova Olinda do Norte	AM	246712
1303205	Novo Airão	AM	136020
1303304	Novo Aripuanã	AM	199378
1303403	Parintins	AM	1119341
1303502	Pauini	AM	156937
1303536	Presidente Figueiredo	AM	822429
1303569	Rio Preto da Eva	AM	383425
1303601	Santa Isabel do Rio Negro	AM	137548
1303700	Santo Antônio do Içá	AM	181268
1303809	São Gabriel da Cachoeira	AM	329147
1303908	São Paulo de Olivença	AM	251094
1303957	São Sebastião do Uatumã	AM	117170
1304005	Silves	AM	101399
1304062	Tabatinga	AM	533611
1304104	Tapauá	AM	247513
1304203	Tefé	AM	934211
1304237	Tonantins	AM	133833
1304260	Uarini	AM	187766
1304302	Urucará	AM	330475
1304401	Urucurituba	AM	166351
1400027	Amajari	RR	169685
1400050	Alto Alegre	RR	280115
1400100	Boa Vista	RR	10042255
1400159	Bonfim	RR	281340
1400175	Cantá	RR	268479
1400209	Caracaraí	RR	347038
1400233	Caroebe	RR	178391
1400282	Iracema	RR	159894
1400308	Mucajaí	RR	309567
1400407	Normandia	RR	153494
1400456	Pacaraima	RR	204457
1400472	Rorainópolis	RR	547425
1400506	São João da Baliza	RR	177730
1400605	São Luiz	RR	139073
1400704	Uiramutã	RR	111043
1500107	Abaetetuba	PA	1413838
1500131	Abel Figueiredo	PA	82210
1500206	Acará	PA	914142
1500305	Afuá	PA	357844
1500347	Água Azul do Norte	PA	423047
1500404	Alenquer	PA	566773
1500503	Almeirim	PA	591585
1500602	Altamira	PA	2722307
1500701	Anajás	PA	206819
1500800	Ananindeua	PA	7523457
1500859	Anapu	PA	368918
1500909	Augusto Corrêa	PA	305846
1500958	Aurora do Pará	PA	260843
1501006	Aveiro	PA	118079
1501105	Bagre	PA	207936
1501204	Baião	PA	346807
1501253	Bannach	PA	78144
1501303	Barcarena	PA	4737587
1501402	Belém	PA	31484849
1501451	Belterra	PA	159192
1501501	Benevides	PA	1589870
1501576	Bom Jesus do Tocantins	PA	176017
1501600	Bonito	PA	151796
1501709	Bragança	PA	1127832
1501725	Brasil Novo	PA	251874
1501758	Brejo Grande do Araguaia	PA	78180
1501782	Breu Branco	PA	569751
1501808	Breves	PA	813768
1501907	Bujaru	PA	453283
1501956	Cachoeira do Piriá	PA	179439
1502004	Cachoeira do Arari	PA	183310
1502103	Cametá	PA	1136608
1502152	Canaã dos Carajás	PA	7106814
1502202	Capanema	PA	1027476
1502301	Capitão Poço	PA	499402
1502400	Castanhal	PA	3911969
1502509	Chaves	PA	187473
1502608	Colares	PA	80885
1502707	Conceição do Araguaia	PA	552662
1502756	Concórdia do Pará	PA	293657
1502764	Cumaru do Norte	PA	289017
1502772	Curionópolis	PA	820223
1502806	Curralinho	PA	494536
1502855	Curuá	PA	124520
1502905	Curuçá	PA	290817
1502939	Dom Eliseu	PA	685451
1502954	Eldorado do Carajás	PA	377700
1503002	Faro	PA	54936
1503044	Floresta do Araguaia	PA	340215
1503077	Garrafão do Norte	PA	218755
1503093	Goianésia do Pará	PA	339466
1503101	Gurupá	PA	269765
1503200	Igarapé-Açu	PA	355099
1503309	Igarapé-Miri	PA	389802
1503408	Inhangapi	PA	126156
1503457	Ipixuna do Pará	PA	519093
1503507	Irituia	PA	213513
1503606	Itaituba	PA	1814617
1503705	Itupiranga	PA	519058
1503754	Jacareacanga	PA	461547
1503804	Jacundá	PA	484235
1503903	Juruti	PA	996732
1504000	Limoeiro do Ajuru	PA	404871
1504059	Mãe do Rio	PA	293011
1504109	Magalhães Barata	PA	81749
1504208	Marabá	PA	8780799
1504307	Maracanã	PA	234594
1504406	Marapanim	PA	234564
1504422	Marituba	PA	1901872
1504455	Medicilândia	PA	614016
1504505	Melgaço	PA	178160
1504604	Mocajuba	PA	294713
1504703	Moju	PA	943782
1504752	Mojuí dos Campos	PA	153351
1504802	Monte Alegre	PA	721145
1504901	Muaná	PA	257499
1504950	Nova Esperança do Piriá	PA	204614
1504976	Nova Ipixuna	PA	136342
1505007	Nova Timboteua	PA	118720
1505031	Novo Progresso	PA	584494
1505064	Novo Repartimento	PA	854122
1505106	Óbidos	PA	641073
1505205	Oeiras do Pará	PA	388502
1505304	Oriximiná	PA	1626709
1505403	Ourém	PA	169130
1505437	Ourilândia do Norte	PA	610695
1505486	Pacajá	PA	595652
1505494	Palestina do Pará	PA	65475
1505502	Paragominas	PA	2647150
1505536	Parauapebas	PA	15995450
1505551	Pau D'Arco	PA	87988
1505601	Peixe-Boi	PA	55082
1505635	Piçarra	PA	235172
1505650	Placas	PA	245465
1505700	Ponta de Pedras	PA	212067
1505809	Portel	PA	893633
1505908	Porto de Moz	PA	309944
1506005	Prainha	PA	288710
1506104	Primavera	PA	198977
1506112	Quatipuru	PA	97498
1506138	Redenção	PA	1802562
1506161	Rio Maria	PA	479451
1506187	Rondon do Pará	PA	531904
1506195	Rurópolis	PA	350354
1506203	Salinópolis	PA	470392
1506302	Salvaterra	PA	174981
1506351	Santa Bárbara do Pará	PA	172363
1506401	Santa Cruz do Arari	PA	68962
1506500	Santa Izabel do Pará	PA	757959
1506559	Santa Luzia do Pará	PA	163153
1506583	Santa Maria das Barreiras	PA	379858
1506609	Santa Maria do Pará	PA	383892
1506708	Santana do Araguaia	PA	843573
1506807	Santarém	PA	4858971
1506906	Santarém Novo	PA	45157
1507003	Santo Antônio do Tauá	PA	367039
1507102	São Caetano de Odivelas	PA	142310
1507151	São Domingos do Araguaia	PA	281019
1507201	São Domingos do Capim	PA	267173
1507300	São Félix do Xingu	PA	1395724
1507409	São Francisco do Pará	PA	234070
1507458	São Geraldo do Araguaia	PA	490326
1507466	São João da Ponta	PA	44645
1507474	São João de Pirabas	PA	164400
1507508	São João do Araguaia	PA	122342
1507607	São Miguel do Guamá	PA	676253
1507706	São Sebastião da Boa Vista	PA	209263
1507755	Sapucaia	PA	99576
1507805	Senador José Porfírio	PA	135571
1507904	Soure	PA	188093
1507953	Tailândia	PA	897743
1507961	Terra Alta	PA	70408
1507979	Terra Santa	PA	510421
1508001	Tomé-Açu	PA	667854
1508035	Tracuateua	PA	215701
1508050	Trairão	PA	294127
1508084	Tucumã	PA	778684
1508100	Tucuruí	PA	7481954
1508126	Ulianópolis	PA	1330185
1508159	Uruará	PA	545610
1508209	Vigia	PA	382340
1508308	Viseu	PA	486664
1508357	Vitória do Xingu	PA	4375711
1508407	Xinguara	PA	1226527
1600055	Serra do Navio	AP	75190
1600105	Amapá	AP	137265
1600154	Pedra Branca do Amapari	AP	311096
1600204	Calçoene	AP	164205
1600212	Cutias	AP	76197
1600238	Ferreira Gomes	AP	533412
1600253	Itaubal	AP	69178
1600279	Laranjal do Jari	AP	902523
1600303	Macapá	AP	10949649
1600402	Mazagão	AP	258121
1600501	Oiapoque	AP	426123
1600535	Porto Grande	AP	340183
1600550	Pracuúba	AP	67289
1600600	Santana	AP	2070104
1600709	Tartarugalzinho	AP	225272
1600808	Vitória do Jari	AP	189400
1700251	Abreulândia	TO	52402
1700301	Aguiarnópolis	TO	124903
1700350	Aliança do Tocantins	TO	103535
1700400	Almas	TO	151995
1700707	Alvorada	TO	271677
1701002	Ananás	TO	131057
1701051	Angico	TO	36055
1701101	Aparecida do Rio Negro	TO	102280
1701309	Aragominas	TO	64348
1701903	Araguacema	TO	126453
1702000	Araguaçu	TO	192401
1702109	Araguaína	TO	4387503
1702158	Araguanã	TO	66015
1702208	Araguatins	TO	426292
1702307	Arapoema	TO	288624
1702406	Arraias	TO	185520
1702554	Augustinópolis	TO	253786
1702703	Aurora do Tocantins	TO	42071
1702901	Axixá do Tocantins	TO	120577
1703008	Babaçulândia	TO	105415
1703057	Bandeirantes do Tocantins	TO	120313
1703073	Barra do Ouro	TO	56131
1703107	Barrolândia	TO	93732
1703206	Bernardo Sayão	TO	74747
1703305	Bom Jesus do Tocantins	TO	74016
1703602	Brasilândia do Tocantins	TO	41055
1703701	Brejinho de Nazaré	TO	193608
1703800	Buriti do Tocantins	TO	97767
1703826	Cachoeirinha	TO	27213
1703842	Campos Lindos	TO	306490
1703867	Cariri do Tocantins	TO	348873
1703883	Carmolândia	TO	36915
1703891	Carrasco Bonito	TO	39835
1703909	Caseara	TO	158694
1704105	Centenário	TO	34300
1704600	Chapada de Areia	TO	23915
1705102	Chapada da Natividade	TO	64180
1705508	Colinas do Tocantins	TO	726144
1705557	Combinado	TO	67451
1705607	Conceição do Tocantins	TO	52035
1706001	Couto Magalhães	TO	116360
1706100	Cristalândia	TO	109929
1706258	Crixás do Tocantins	TO	43539
1706506	Darcinópolis	TO	186128
1707009	Dianópolis	TO	347681
1707108	Divinópolis do Tocantins	TO	123061
1707207	Dois Irmãos do Tocantins	TO	102497
1707306	Dueré	TO	115318
1707405	Esperantina	TO	89105
1707553	Fátima	TO	67323
1707652	Figueirópolis	TO	170308
1707702	Filadélfia	TO	101745
1708205	Formoso do Araguaia	TO	349562
1708254	Fortaleza do Tabocão	TO	187372
1708304	Goianorte	TO	75365
1709005	Goiatins	TO	161618
1709302	Guaraí	TO	651472
1709500	Gurupi	TO	2202620
1709807	Ipueiras	TO	30354
1710508	Itacajá	TO	99454
1710706	Itaguatins	TO	64203
1710904	Itapiratins	TO	71020
1711100	Itaporã do Tocantins	TO	43126
1711506	Jaú do Tocantins	TO	59959
1711803	Juarina	TO	30532
1711902	Lagoa da Confusão	TO	483653
1711951	Lagoa do Tocantins	TO	39769
1712009	Lajeado	TO	67657
1712157	Lavandeira	TO	23724
1712405	Lizarda	TO	42461
1712454	Luzinópolis	TO	33686
1712504	Marianópolis do Tocantins	TO	126362
1712702	Mateiros	TO	135482
1712801	Maurilândia do Tocantins	TO	36631
1713205	Miracema do Tocantins	TO	526300
1713304	Miranorte	TO	262798
1713601	Monte do Carmo	TO	178179
1713700	Monte Santo do Tocantins	TO	35872
1713809	Palmeiras do Tocantins	TO	68754
1713957	Muricilândia	TO	43003
1714203	Natividade	TO	174675
1714302	Nazaré	TO	44085
1714880	Nova Olinda	TO	264337
1715002	Nova Rosalândia	TO	55046
1715101	Novo Acordo	TO	52415
1715150	Novo Alegre	TO	27361
1715259	Novo Jardim	TO	29210
1715507	Oliveira de Fátima	TO	20322
1715705	Palmeirante	TO	95873
1715754	Palmeirópolis	TO	118770
1716109	Paraíso do Tocantins	TO	1230450
1716208	Paranã	TO	215336
1716307	Pau D'Arco	TO	69063
1716505	Pedro Afonso	TO	533117
1716604	Peixe	TO	528258
1716653	Pequizeiro	TO	75466
1716703	Colméia	TO	144706
1717008	Pindorama do Tocantins	TO	53086
1717206	Piraquê	TO	51537
1717503	Pium	TO	157354
1717800	Ponte Alta do Bom Jesus	TO	47221
1717909	Ponte Alta do Tocantins	TO	84181
1718006	Porto Alegre do Tocantins	TO	31091
1718204	Porto Nacional	TO	1677465
1718303	Praia Norte	TO	72134
1718402	Presidente Kennedy	TO	49312
1718451	Pugmil	TO	56495
1718501	Recursolândia	TO	43097
1718550	Riachinho	TO	47039
1718659	Rio da Conceição	TO	21102
1718709	Rio dos Bois	TO	50428
1718758	Rio Sono	TO	65716
1718808	Sampaio	TO	39336
1718840	Sandolândia	TO	70751
1718865	Santa Fé do Araguaia	TO	113661
1718881	Santa Maria do Tocantins	TO	52881
1718899	Santa Rita do Tocantins	TO	91188
1718907	Santa Rosa do Tocantins	TO	149490
1719004	Santa Tereza do Tocantins	TO	32080
1720002	Santa Terezinha do Tocantins	TO	28791
1720101	São Bento do Tocantins	TO	53151
1720150	São Félix do Tocantins	TO	21497
1720200	São Miguel do Tocantins	TO	105746
1720259	São Salvador do Tocantins	TO	36648
1720309	São Sebastião do Tocantins	TO	46315
1720499	São Valério	TO	91600
1720655	Silvanópolis	TO	155722
1720804	Sítio Novo do Tocantins	TO	102147
1720853	Sucupira	TO	64190
1720903	Taguatinga	TO	242256
1720937	Taipas do Tocantins	TO	23183
1720978	Talismã	TO	82309
1721000	Palmas	TO	9425132
1721109	Tocantínia	TO	71895
1721208	Tocantinópolis	TO	295669
1721257	Tupirama	TO	49162
1721307	Tupiratins	TO	29766
1722081	Wanderlândia	TO	140613
1722107	Xambioá	TO	290954
2100055	Açailândia	MA	2602791
2100105	Afonso Cunha	MA	50236
2100154	Água Doce do Maranhão	MA	86186
2100204	Alcântara	MA	129851
2100303	Aldeias Altas	MA	181358
2100402	Altamira do Maranhão	MA	56533
2100436	Alto Alegre do Maranhão	MA	268927
2100477	Alto Alegre do Pindaré	MA	190727
2100501	Alto Parnaíba	MA	349151
2100550	Amapá do Maranhão	MA	51514
2100600	Amarante do Maranhão	MA	314235
2100709	Anajatuba	MA	178125
2100808	Anapurus	MA	131751
2100832	Apicum-Açu	MA	109003
2100873	Araguanã	MA	81222
2100907	Araioses	MA	269874
2100956	Arame	MA	233587
2101004	Arari	MA	253829
2101103	Axixá	MA	73994
2101202	Bacabal	MA	1138528
2101251	Bacabeira	MA	307167
2101301	Bacuri	MA	98470
2101350	Bacurituba	MA	35152
2101400	Balsas	MA	3457728
2101509	Barão de Grajaú	MA	207520
2101608	Barra do Corda	MA	723386
2101707	Barreirinhas	MA	485469
2101731	Belágua	MA	46499
2101772	Bela Vista do Maranhão	MA	84798
2101806	Benedito Leite	MA	42865
2101905	Bequimão	MA	129315
2101939	Bernardo do Mearim	MA	49437
2101970	Boa Vista do Gurupi	MA	62725
2102002	Bom Jardim	MA	315233
2102036	Bom Jesus das Selvas	MA	290152
2102077	Bom Lugar	MA	89851
2102101	Brejo	MA	292086
2102150	Brejo de Areia	MA	57001
2102200	Buriti	MA	202493
2102309	Buriti Bravo	MA	169439
2102325	Buriticupu	MA	561019
2102358	Buritirana	MA	99445
2102374	Cachoeira Grande	MA	55164
2102408	Cajapió	MA	55351
2102507	Cajari	MA	103316
2102556	Campestre do Maranhão	MA	165388
2102606	Cândido Mendes	MA	129442
2102705	Cantanhede	MA	124459
2102754	Capinzal do Norte	MA	143910
2102804	Carolina	MA	322916
2102903	Carutapera	MA	166300
2103000	Caxias	MA	1814096
2103109	Cedral	MA	67537
2103125	Central do Maranhão	MA	48219
2103158	Centro do Guilherme	MA	80794
2103174	Centro Novo do Maranhão	MA	146643
2103208	Chapadinha	MA	712071
2103257	Cidelândia	MA	130419
2103307	Codó	MA	963180
2103406	Coelho Neto	MA	367500
2103505	Colinas	MA	383545
2103554	Conceição do Lago-Açu	MA	109445
2103604	Coroatá	MA	457344
2103703	Cururupu	MA	234272
2103752	Davinópolis	MA	485713
2103802	Dom Pedro	MA	229839
2103901	Duque Bacelar	MA	77043
2104008	Esperantinópolis	MA	140506
2104057	Estreito	MA	983068
2104073	Feira Nova do Maranhão	MA	75697
2104081	Fernando Falcão	MA	70279
2104099	Formosa da Serra Negra	MA	140048
2104107	Fortaleza dos Nogueiras	MA	158584
2104206	Fortuna	MA	108188
2104305	Godofredo Viana	MA	115012
2104404	Gonçalves Dias	MA	120877
2104503	Governador Archer	MA	77731
2104552	Governador Edison Lobão	MA	257076
2104602	Governador Eugênio Barros	MA	97779
2104628	Governador Luiz Rocha	MA	55520
2104651	Governador Newton Bello	MA	67391
2104677	Governador Nunes Freire	MA	215118
2104701	Graça Aranha	MA	44435
2104800	Grajaú	MA	751654
2104909	Guimarães	MA	84626
2105005	Humberto de Campos	MA	161349
2105104	Icatu	MA	156215
2105153	Igarapé do Meio	MA	186312
2105203	Igarapé Grande	MA	89017
2105302	Imperatriz	MA	7126746
2105351	Itaipava do Grajaú	MA	84413
2105401	Itapecuru Mirim	MA	564547
2105427	Itinga do Maranhão	MA	321167
2105450	Jatobá	MA	64965
2105476	Jenipapo dos Vieiras	MA	93761
2105500	João Lisboa	MA	216824
2105609	Joselândia	MA	100483
2105658	Junco do Maranhão	MA	45836
2105708	Lago da Pedra	MA	395876
2105807	Lago do Junco	MA	69287
2105906	Lago Verde	MA	105582
2105922	Lagoa do Mato	MA	78351
2105948	Lago dos Rodrigues	MA	79721
2105963	Lagoa Grande do Maranhão	MA	78756
2105989	Lajeado Novo	MA	75330
2106003	Lima Campos	MA	171594
2106102	Loreto	MA	221375
2106201	Luís Domingues	MA	49842
2106300	Magalhães de Almeida	MA	123112
2106326	Maracaçumé	MA	178767
2106359	Marajá do Sena	MA	59546
2106375	Maranhãozinho	MA	98939
2106409	Mata Roma	MA	146852
2106508	Matinha	MA	161673
2106607	Matões	MA	184877
2106631	Matões do Norte	MA	78770
2106672	Milagres do Maranhão	MA	53339
2106706	Mirador	MA	205929
2106755	Miranda do Norte	MA	554677
2106805	Mirinzal	MA	101730
2106904	Monção	MA	217327
2107001	Montes Altos	MA	66109
2107100	Morros	MA	124467
2107209	Nina Rodrigues	MA	72460
2107258	Nova Colinas	MA	57284
2107308	Nova Iorque	MA	38728
2107357	Nova Olinda do Maranhão	MA	133134
2107407	Olho d'Água das Cunhãs	MA	150681
2107456	Olinda Nova do Maranhão	MA	90310
2107506	Paço do Lumiar	MA	932792
2107605	Palmeirândia	MA	123886
2107704	Paraibano	MA	137324
2107803	Parnarama	MA	228832
2107902	Passagem Franca	MA	147174
2108009	Pastos Bons	MA	197065
2108058	Paulino Neves	MA	103163
2108108	Paulo Ramos	MA	150492
2108207	Pedreiras	MA	602134
2108256	Pedro do Rosário	MA	140326
2108306	Penalva	MA	214191
2108405	Peri Mirim	MA	78444
2108454	Peritoró	MA	217807
2108504	Pindaré-Mirim	MA	260645
2108603	Pinheiro	MA	827467
2108702	Pio XII	MA	159290
2108801	Pirapemas	MA	116527
2108900	Poção de Pedras	MA	149105
2109007	Porto Franco	MA	526542
2109056	Porto Rico do Maranhão	MA	40477
2109106	Presidente Dutra	MA	588058
2109205	Presidente Juscelino	MA	87131
2109239	Presidente Médici	MA	48807
2109270	Presidente Sarney	MA	128229
2109304	Presidente Vargas	MA	69910
2109403	Primeira Cruz	MA	74482
2109452	Raposa	MA	237789
2109502	Riachão	MA	353042
2109551	Ribamar Fiquene	MA	82678
2109601	Rosário	MA	357995
2109700	Sambaíba	MA	254370
2109759	Santa Filomena do Maranhão	MA	50029
2109809	Santa Helena	MA	286660
2109908	Santa Inês	MA	1292824
2110005	Santa Luzia	MA	569896
2110039	Santa Luzia do Paruá	MA	214296
2110104	Santa Quitéria do Maranhão	MA	185180
2110203	Santa Rita	MA	270318
2110237	Santana do Maranhão	MA	64833
2110278	Santo Amaro do Maranhão	MA	79255
2110302	Santo Antônio dos Lopes	MA	1914173
2110401	São Benedito do Rio Preto	MA	118463
2110500	São Bento	MA	274190
2110609	São Bernardo	MA	254393
2110658	São Domingos do Azeitão	MA	217717
2110708	São Domingos do Maranhão	MA	290938
2110807	São Félix de Balsas	MA	46713
2110856	São Francisco do Brejão	MA	102539
2110906	São Francisco do Maranhão	MA	74647
2111003	São João Batista	MA	122992
2111029	São João do Carú	MA	89677
2111052	São João do Paraíso	MA	123747
2111078	São João do Soter	MA	102084
2111102	São João dos Patos	MA	267001
2111201	São José de Ribamar	MA	2180556
2111250	São José dos Basílios	MA	50523
2111300	São Luís	MA	33605801
2111409	São Luís Gonzaga do Maranhão	MA	138196
2111508	São Mateus do Maranhão	MA	344586
2111532	São Pedro da Água Branca	MA	97408
2111573	São Pedro dos Crentes	MA	53609
2111607	São Raimundo das Mangabeiras	MA	417334
2111631	São Raimundo do Doca Bezerra	MA	38455
2111672	São Roberto	MA	41077
2111706	São Vicente Ferrer	MA	137312
2111722	Satubinha	MA	71397
2111748	Senador Alexandre Costa	MA	81235
2111763	Senador La Rocque	MA	145403
2111789	Serrano do Maranhão	MA	68906
2111805	Sítio Novo	MA	152592
2111904	Sucupira do Norte	MA	77725
2111953	Sucupira do Riachão	MA	40974
2112001	Tasso Fragoso	MA	1164695
2112100	Timbiras	MA	167897
2112209	Timon	MA	1867974
2112233	Trizidela do Vale	MA	281758
2112274	Tufilândia	MA	48607
2112308	Tuntum	MA	313331
2112407	Turiaçu	MA	254813
2112456	Turilândia	MA	158969
2112506	Tutóia	MA	408956
2112605	Urbano Santos	MA	191043
2112704	Vargem Grande	MA	325705
2112803	Viana	MA	412359
2112852	Vila Nova dos Martírios	MA	110572
2112902	Vitória do Mearim	MA	257814
2113009	Vitorino Freire	MA	257078
2114007	Zé Doca	MA	433870
2200053	Acauã	PI	52096
2200103	Agricolândia	PI	37493
2200202	Água Branca	PI	200564
2200251	Alagoinha do Piauí	PI	54410
2200277	Alegrete do Piauí	PI	35944
2200301	Alto Longá	PI	100596
2200400	Altos	PI	419008
2200459	Alvorada do Gurguéia	PI	70755
2200509	Amarante	PI	144372
2200608	Angical do Piauí	PI	64039
2200707	Anísio de Abreu	PI	77269
2200806	Antônio Almeida	PI	136649
2200905	Aroazes	PI	48660
2200954	Aroeiras do Itaim	PI	21585
2201002	Arraial	PI	37152
2201051	Assunção do Piauí	PI	55577
2201101	Avelino Lopes	PI	79069
2201150	Baixa Grande do Ribeiro	PI	953258
2201176	Barra D'Alcântara	PI	33275
2201200	Barras	PI	394868
2201309	Barreiras do Piauí	PI	27412
2201408	Barro Duro	PI	68556
2201507	Batalha	PI	191984
2201556	Bela Vista do Piauí	PI	35210
2201572	Belém do Piauí	PI	29181
2201606	Beneditinos	PI	75957
2201705	Bertolínia	PI	58726
2201739	Betânia do Piauí	PI	52702
2201770	Boa Hora	PI	52732
2201804	Bocaina	PI	43704
2201903	Bom Jesus	PI	908345
2201919	Bom Princípio do Piauí	PI	52807
2201929	Bonfim do Piauí	PI	41471
2201945	Boqueirão do Piauí	PI	43252
2201960	Brasileira	PI	56112
2201988	Brejo do Piauí	PI	34226
2202000	Buriti dos Lopes	PI	174276
2202026	Buriti dos Montes	PI	57380
2202059	Cabeceiras do Piauí	PI	67421
2202075	Cajazeiras do Piauí	PI	27716
2202083	Cajueiro da Praia	PI	81989
2202091	Caldeirão Grande do Piauí	PI	107137
2202109	Campinas do Piauí	PI	43991
2202117	Campo Alegre do Fidalgo	PI	37816
2202133	Campo Grande do Piauí	PI	57380
2202174	Campo Largo do Piauí	PI	49785
2202208	Campo Maior	PI	610943
2202251	Canavieira	PI	31405
2202307	Canto do Buriti	PI	222099
2202406	Capitão de Campos	PI	92595
2202455	Capitão Gervásio Oliveira	PI	33207
2202505	Caracol	PI	79750
2202539	Caraúbas do Piauí	PI	47388
2202554	Caridade do Piauí	PI	39081
2202604	Castelo do Piauí	PI	175769
2202653	Caxingó	PI	46253
2202703	Cocal	PI	221780
2202711	Cocal de Telha	PI	40055
2202729	Cocal dos Alves	PI	47249
2202737	Coivaras	PI	32145
2202752	Colônia do Gurguéia	PI	59584
2202778	Colônia do Piauí	PI	55391
2202802	Conceição do Canindé	PI	49286
2202851	Coronel José Dias	PI	35235
2202901	Corrente	PI	453884
2203008	Cristalândia do Piauí	PI	56683
2203107	Cristino Castro	PI	101931
2203206	Curimatá	PI	102027
2203230	Currais	PI	272393
2203255	Curralinhos	PI	30494
2203271	Curral Novo do Piauí	PI	71195
2203305	Demerval Lobão	PI	168917
2203354	Dirceu Arcoverde	PI	51709
2203404	Dom Expedito Lopes	PI	74904
2203420	Domingos Mourão	PI	33774
2203453	Dom Inocêncio	PI	61119
2203503	Elesbão Veloso	PI	138420
2203602	Eliseu Martins	PI	44729
2203701	Esperantina	PI	375291
2203750	Fartura do Piauí	PI	30567
2203800	Flores do Piauí	PI	37571
2203859	Floresta do Piauí	PI	21554
2203909	Floriano	PI	1104970
2204006	Francinópolis	PI	38817
2204105	Francisco Ayres	PI	38522
2204154	Francisco Macedo	PI	29894
2204204	Francisco Santos	PI	70268
2204303	Fronteiras	PI	101016
2204352	Geminiano	PI	46974
2204402	Gilbués	PI	226349
2204501	Guadalupe	PI	741264
